nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000254	Isabelle Adjani	1955	\N	actress,soundtrack,producer	tt0073114,tt0082933,tt0110963,tt0094828
nm0000255	Ben Affleck	1972	\N	producer,actor,writer	tt2267998,tt1024648,tt0840361,tt0119217
nm0000256	Jenny Agutter	1952	\N	actress,soundtrack	tt0074812,tt0848228,tt0082010,tt0099253
nm0000257	Alan Alda	1936	\N	actor,miscellaneous,soundtrack	tt0097123,tt0082405,tt0116242,tt0068098
nm0000258	Stephanie Zimbalist	1956	\N	actress,writer	tt0076993,tt3717214,tt0083470,tt0080402
nm0000259	Ginger Lynn	1962	\N	actress,director,writer	tt0395584,tt0134898,tt0210365,tt0125377
nm0000260	Joan Allen	1956	\N	actress,producer	tt0452608,tt0120789,tt0115988,tt3170832
nm0000261	Karen Allen	1951	\N	actress,director,soundtrack	tt0077975,tt0367882,tt0082971,tt0088172
nm0000262	Nancy Allen	1950	\N	actress,soundtrack	tt0080661,tt0093870,tt0100502,tt0107978
nm0000263	Kirstie Alley	1951	\N	actress,producer,writer	tt0097778,tt0113442,tt0157503,tt0084726
nm0000264	Pedro Almodóvar	1949	\N	writer,director,soundtrack	tt0095675,tt1189073,tt0441909,tt0287467
nm0000265	Robert Altman	1925	2006	director,producer,writer	tt0066026,tt0280707,tt0108122,tt0105151
nm0000266	Ursula Andress	1936	\N	actress	tt0061452,tt0082186,tt0060177,tt0055928
nm0000267	Julie Andrews	1935	\N	actress,soundtrack,producer	tt0084865,tt0059742,tt0247638,tt0058331
nm0000268	Ann-Margret	1941	\N	actress,soundtrack	tt0107050,tt0056891,tt0077321,tt0073812
nm0000269	Jean-Jacques Annaud	1943	\N	director,writer,producer	tt0215750,tt2909116,tt0120102,tt0091605
nm0000270	Gabrielle Anwar	1970	\N	actress,producer,soundtrack	tt0810788,tt0105323,tt0103262,tt0108333
nm0000271	Anne Archer	1947	\N	actress,producer,soundtrack	tt0093010,tt0821640,tt0108122,tt0105112
nm0000272	Fanny Ardant	1949	\N	actress,director,writer	tt0283832,tt0086551,tt0401711,tt0127536
nm0000273	Alan Arkin	1934	\N	actor,soundtrack,director	tt0104348,tt1024648,tt0099487,tt0449059
nm0000274	David Arquette	1971	\N	producer,actor,director	tt0151738,tt0134084,tt0271367,tt0120082
nm0000275	Rosanna Arquette	1959	\N	actress,director,producer	tt0089017,tt0088680,tt0190138,tt0110912
nm0000276	Sean Astin	1971	\N	actor,producer,director	tt0089218,tt0167261,tt0120737,tt0167260
nm0000277	Richard Attenborough	1923	2014	actor,producer,director	tt0083987,tt0107290,tt0110527,tt0057115
nm0000278	Pernilla August	1958	\N	actress,director,writer	tt0121765,tt1437366,tt0104350,tt0120915
nm0000279	Hank Azaria	1964	\N	actor,soundtrack,producer	tt1839481,tt0096697,tt0132347,tt0115685
nm0000280	Catherine Bach	1954	\N	actress,soundtrack	tt1414382,tt0072288,tt0080213,tt0078607
nm0000281	Scott Baio	1960	\N	actor,director,producer	tt0367279,tt0070992,tt0281680,tt0270846
nm0000282	Scott Bairstow	1970	\N	actor	tt0118730,tt0120512,tt0119925,tt0283084
nm0000283	Brenda Bakke	1963	\N	actress	tt0107144,tt0114608,tt0114781,tt0119488
nm0000284	Adam Baldwin	1962	\N	actor,soundtrack	tt0093058,tt0100403,tt0116629,tt0379786
nm0000285	Alec Baldwin	1958	\N	actor,producer,soundtrack	tt0104348,tt0318374,tt1230414,tt0407887
nm0000286	Stephen Baldwin	1966	\N	actor,producer,director	tt0114814,tt0115683,tt0158622,tt0486583
nm0000287	William Baldwin	1963	\N	actor,producer,stunts	tt0108162,tt0101393,tt0367089,tt0113010
nm0000288	Christian Bale	1974	\N	actor,editorial_department,producer	tt0468569,tt0372784,tt0144084,tt1800241
nm0000289	Ellen Barkin	1954	\N	actress,producer	tt0098273,tt0157503,tt0116277,tt0108330
nm0000290	John Barry	1933	2011	music_department,soundtrack,composer	tt0089755,tt0093428,tt0099348,tt0111255
nm0000291	Angela Bassett	1958	\N	actress,producer,director	tt0114558,tt0108551,tt2302755,tt0118884
nm0000292	Michelle Bauer	1958	\N	actress,miscellaneous,costume_department	tt0097703,tt0094998,tt0103213,tt0181017
nm0000293	Sean Bean	1959	\N	actor,producer	tt0944947,tt1181791,tt1617661,tt0120737
nm0000294	Amanda Bearse	1958	\N	actress,director,producer	tt0089175,tt0092400,tt0338067,tt0247121
nm0000295	Kate Beckinsale	1973	\N	actress,soundtrack	tt0213149,tt0338526,tt0401855,tt0320691
nm0000296	Robert Beltran	1953	\N	actor,soundtrack	tt0113987,tt0085862,tt0087799,tt0112178
nm0000297	Tom Berenger	1949	\N	actor,producer,writer	tt0097815,tt0091763,tt1433108,tt1375666
nm0000298	Candice Bergen	1946	\N	actress,producer,soundtrack	tt0212346,tt0094514,tt0256415,tt0901476
nm0000299	Michael Biehn	1956	\N	actor,producer,director	tt0090605,tt0108358,tt1077258,tt0088247
nm0000300	Juliette Binoche	1964	\N	actress,art_department,miscellaneous	tt0241303,tt0108394,tt0116209,tt1219827
nm0000301	Thora Birch	1982	\N	actress,producer,soundtrack	tt0107120,tt0162346,tt0105112
nm0000302	Jacqueline Bisset	1944	\N	actress,producer	tt0077636,tt0421054,tt0071877,tt0062765
nm0000303	Honor Blackman	1925	\N	actress,soundtrack	tt0243155,tt0058150,tt0057197,tt0054518
nm0000304	Linda Blair	1959	\N	actress,soundtrack,producer	tt0082511,tt0076009,tt0070047,tt0088044
nm0000305	Mel Blanc	1908	1989	actor,soundtrack,music_department	tt0094939,tt0077278,tt0038576,tt0096438
nm0000306	Brian Blessed	1936	\N	actor,soundtrack,director	tt0346491,tt0120915,tt0080745,tt0097499
nm0000307	Helena Bonham Carter	1966	\N	actress,soundtrack,producer	tt1504320,tt1707386,tt0137523,tt0408236
nm0000308	Ernest Borgnine	1917	2012	actor,soundtrack,producer	tt0082340,tt0069113,tt0048356,tt0065214
nm0000309	David Bowie	1947	2016	soundtrack,actor,composer	tt0482571,tt0074851,tt0091369,tt0196229
nm0000310	Bruce Boxleitner	1950	\N	actor,producer	tt0105946,tt0084827,tt0871427,tt1104001
nm0000311	Annie Rosar	1888	1963	actress	tt0034800,tt0034396,tt0041552,tt0052996
nm0000312	Amy Brenneman	1964	\N	actress,producer,writer	tt0116287,tt0113277,tt0420015,tt0209069
nm0000313	Jeff Bridges	1949	\N	actor,soundtrack,producer	tt2582782,tt0118715,tt1263670,tt1403865
nm0000314	Charles Bronson	1921	2003	actor	tt0071402,tt0054047,tt0057115,tt0064116
nm0000315	Louise Brooks	1906	1985	actress,soundtrack	tt0017382,tt0018737,tt0020475,tt0021917
nm0000316	Mel Brooks	1926	\N	actor,writer,soundtrack	tt0082517,tt0395251,tt0094012,tt0071230
nm0000317	Clancy Brown	1959	\N	actor,soundtrack,producer	tt0120201,tt0803096,tt0111161,tt3501632
nm0000318	Tim Burton	1958	\N	producer,miscellaneous,director	tt0408236,tt0121164,tt0109707,tt0099487
nm0000319	Yancy Butler	1970	\N	actress	tt0274298,tt1250777,tt1650554,tt0107076
nm0000320	Luis Buñuel	1900	1983	writer,director,actor	tt0068361,tt0061395,tt0042804,tt0056732
nm0000321	Gabriel Byrne	1950	\N	actor,producer,writer	tt0146675,tt0100150,tt0114814,tt0120744
nm0000322	Emmanuelle Béart	1963	\N	actress,soundtrack	tt0117060,tt0283832,tt0113947,tt0189142
nm0000323	Michael Caine	1933	\N	actor,producer,soundtrack	tt0124315,tt0258068,tt0482571,tt0468569
nm0000324	Barbara Carrera	1945	\N	actress,soundtrack	tt0084112,tt0086006,tt0082199,tt0076210
nm0000325	David Caruso	1956	\N	actor,producer	tt0261983,tt0113552,tt0083944,tt0228750
nm0000326	Kim Cattrall	1956	\N	actress,producer,soundtrack	tt1000774,tt0102975,tt0159206,tt1261945
nm0000327	Lacey Chabert	1982	\N	actress,soundtrack,producer	tt0377092,tt0821640,tt0277371,tt0120738
nm0000328	Richard Chamberlain	1934	\N	actor,soundtrack,producer	tt0075232,tt0076299,tt0072308,tt0085101
nm0000329	Jackie Chan	1954	\N	actor,stunts,producer	tt0120812,tt0184894,tt0127357,tt0266915
nm0000330	Stockard Channing	1944	\N	actress,soundtrack,miscellaneous	tt0077631,tt0108149,tt0198021,tt0120791
nm0000331	Chevy Chase	1943	\N	actor,writer,soundtrack	tt0097958,tt0085995,tt0089155,tt0080487
nm0000332	Don Cheadle	1964	\N	actor,producer,soundtrack	tt0395169,tt1540133,tt0181865,tt0375679
nm0000333	Cher	1946	\N	soundtrack,actress,producer	tt0093565,tt0086312,tt1126591,tt0089560
nm0000334	Yun-Fat Chow	1955	\N	actor,writer,soundtrack	tt0092263,tt0120008,tt0473444,tt0190332
nm0000335	Glenn Close	1947	\N	actress,soundtrack,producer	tt0093010
nm0000336	James Coburn	1928	2002	actor,producer,director	tt0054047,tt0067140,tt0057115,tt0118564
nm0000337	Rachael Leigh Cook	1979	\N	actress,producer	tt0160862,tt0331811,tt0385700,tt0208988
nm0000338	Francis Ford Coppola	1939	\N	producer,director,writer	tt0078788,tt0071360,tt0071562,tt0068646
nm0000339	Roger Corman	1926	\N	producer,director,actor	tt0102926,tt0091419,tt0061189,tt0099612
nm0000340	Cindy Crawford	1966	\N	actress,producer,soundtrack	tt0113010,tt0115082,tt0120577,tt1441109
nm0000341	Michael Crichton	1942	2008	writer,producer,director	tt0108757,tt0107290,tt0117998,tt0070909
nm0000342	James Cromwell	1940	\N	actor,producer,soundtrack	tt0112431,tt2245084,tt0120689,tt0119488
nm0000343	David Cronenberg	1943	\N	director,actor,writer	tt0094964,tt0091064,tt0115964,tt0120907
nm0000344	Denise Crosby	1957	\N	actress,producer	tt0091003,tt0104119,tt0098084,tt0120647
nm0000345	Billy Crystal	1948	\N	actor,writer,producer	tt0098635,tt0122933,tt0101587,tt0113097
nm0000346	Macaulay Culkin	1980	\N	actor,director,producer	tt0102492,tt0107034,tt0104431,tt0099785
nm0000347	Tim Curry	1946	\N	actor,soundtrack,producer	tt0112715,tt0073629,tt0088930,tt0099810
nm0000348	Tony Curtis	1925	2010	actor,soundtrack,producer	tt0051525,tt0054331,tt0053291,tt0051036
nm0000349	Joan Cusack	1962	\N	actress,soundtrack,writer	tt0096463,tt0119229,tt1659337,tt0119360
nm0000350	Beverly D'Angelo	1951	\N	actress,soundtrack,producer	tt0097958,tt0079261,tt0085995,tt0120586
nm0000351	Donna D'Errico	1968	\N	actress,producer,director	tt8452572,tt7309348,tt3589144
nm0000352	Vincent D'Onofrio	1959	\N	actor,producer,soundtrack	tt0369610,tt0119654,tt0109707,tt0093058
nm0000353	Willem Dafoe	1955	\N	actor,soundtrack,producer	tt0145487,tt5649144,tt2278388,tt0189998
nm0000354	Matt Damon	1970	\N	producer,actor,soundtrack	tt0134119,tt3659388,tt0119217,tt0407887
nm0000355	Anthony Daniels	1946	\N	actor,producer,writer	tt2488496,tt2527336,tt0080684,tt0076759
nm0000356	Sybil Danning	1952	\N	actress,producer,writer	tt0092546,tt0085672,tt0080421,tt0373883
nm0000357	Lolita Davidovich	1961	\N	actress	tt0103838,tt0329717,tt0096943,tt0092513
nm0000358	Daniel Day-Lewis	1957	\N	actor,music_department,soundtrack	tt0217505,tt0443272,tt0104691,tt0469494
nm0000359	Olivier De Funès	1949	\N	actor,writer,soundtrack	tt0066423,tt0065848,tt0064425,tt0250077
nm0000360	Rebecca De Mornay	1959	\N	actress,soundtrack,producer	tt0104389,tt0396269,tt0089941,tt0086200
nm0000361	Brian De Palma	1940	\N	director,writer,producer	tt0280665,tt0071994,tt0080661,tt0094226
nm0000362	Danny DeVito	1944	\N	actor,producer,director	tt0098621,tt0117008,tt0103776,tt0094142
nm0000363	Loren Dean	1969	\N	actor,soundtrack	tt0120660,tt0098258,tt0186566,tt0119177
nm0000364	Sandra Dee	1942	2005	actress,soundtrack	tt0054759,tt0052918,tt0056093,tt0052847
nm0000365	Julie Delpy	1969	\N	actress,writer,director	tt0112471,tt0841044,tt0381681,tt0111507
nm0000366	Catherine Deneuve	1943	\N	actress,soundtrack,producer	tt0283832,tt0059646,tt0168629,tt0061395
nm0000367	Gérard Depardieu	1948	\N	actor,producer,soundtrack	tt0083789,tt0103594,tt0099334,tt0120744
nm0000368	Laura Dern	1967	\N	actress,producer,writer	tt0107290,tt0090756,tt0100935,tt2305051
nm0000369	Matt Dillon	1964	\N	actor,art_department,director	tt0129387,tt0120890,tt0097240,tt0375679
nm0000370	Walt Disney	1901	1966	producer,actor,director	tt0034492,tt0029583,tt0058331,tt0048280
nm0000371	Ami Dolenz	1969	\N	actress,producer,miscellaneous	tt0086765,tt0104879,tt0056758,tt0092718
nm0000372	Amanda Donohoe	1962	\N	actress,producer	tt0110428,tt0090466,tt0095488,tt0119528
nm0000373	Michael Dorn	1952	\N	actor,director,writer	tt0253754,tt0117731,tt0092455,tt0120844
nm0000374	Brad Dourif	1950	\N	actor	tt0167261,tt0118583,tt0073486,tt0094862
nm0000375	Robert Downey Jr.	1965	\N	actor,producer,soundtrack	tt0988045,tt1300854,tt0848228,tt0371746
nm0000376	Fran Drescher	1957	\N	writer,actress,producer	tt0837562,tt0106080,tt0076666,tt0118691
nm0000377	Richard Dreyfuss	1947	\N	actor,producer,soundtrack	tt0113862,tt0073195,tt0076095,tt0075860
nm0000378	Minnie Driver	1970	\N	actress,soundtrack,producer	tt0119217,tt0119229,tt0117665,tt0293508
nm0000379	Kirsten Dunst	1982	\N	actress,producer,director	tt1527186,tt0145487,tt0110367,tt0110148
nm0000380	Robert Duvall	1931	\N	actor,producer,soundtrack	tt0316356,tt0118632,tt0068646,tt0078788
nm0000381	Anthony Edwards	1962	\N	actor,producer,director	tt0817177,tt0088000,tt0092099,tt0108757
nm0000382	Atom Egoyan	1960	\N	director,writer,producer	tt1074929,tt0106504,tt0273435,tt0120255
nm0000383	Jennifer Ehle	1969	\N	actress	tt2392830,tt4919484,tt1790885
nm0000384	Danny Elfman	1953	\N	music_department,soundtrack,composer	tt0107688,tt0119654,tt0367594,tt0121164
nm0000385	Sam Elliott	1944	\N	actor,producer,writer	tt0098206,tt0118715,tt5655222,tt0277434
nm0000386	Roland Emmerich	1955	\N	writer,producer,director	tt0319262,tt0116629,tt1628841,tt0120685
nm0000387	Robert Englund	1947	\N	actor,miscellaneous,director	tt0093629,tt0095742,tt0329101,tt0087800
nm0000388	R. Lee Ermey	1944	2018	actor,miscellaneous,producer	tt0095647,tt0324216,tt0093058,tt0114369
nm0000389	Emilio Estevez	1962	\N	actor,director,writer	tt0308055,tt0088847,tt1441912,tt3294746
nm0000390	Joe Eszterhas	1944	\N	writer,producer,miscellaneous	tt0114436,tt0103772,tt0118577,tt0108162
nm0000391	Rupert Everett	1959	\N	actor,soundtrack,producer	tt0119738,tt0141369,tt0122541,tt0109592
nm0000392	Morgan Fairchild	1950	\N	actress,soundtrack,producer	tt0108778,tt1754944,tt0081858,tt0084652
nm0000393	Peter Falk	1927	2011	actor,producer,soundtrack	tt0093191,tt0093779,tt0074937,tt1466074
nm0000394	Chris Farley	1964	1997	actor,soundtrack,stunts	tt0114694,tt0115697,tt0106598,tt0118708
nm0000395	Terry Farrell	1963	\N	actress	tt0090685,tt0104409,tt0106145,tt0174378
nm0000396	Farrah Fawcett	1947	2009	actress,producer,soundtrack	tt0073972,tt0082136,tt0079285,tt0074812
nm0000397	Corey Feldman	1971	\N	actor,producer,soundtrack	tt0089218,tt0093437,tt0092005,tt0087363
nm0000398	Sally Field	1946	\N	actress,producer,soundtrack	tt0109830,tt0443272,tt0098384,tt0076729
nm0000399	David Fincher	1962	\N	producer,director,actor	tt0443706,tt0114369,tt1285016,tt2267998
nm0000400	Linda Fiorentino	1958	\N	actress,soundtrack	tt0120655,tt0088680,tt0119654,tt0110308
nm0000401	Laurence Fishburne	1961	\N	actor,producer,director	tt0234215,tt0327056,tt0133093,tt1598778
nm0000402	Carrie Fisher	1956	2016	actress,soundtrack,writer	tt0086190,tt0076759,tt0080684,tt2527336
nm0000403	Bridget Fonda	1964	\N	actress,soundtrack	tt0105414,tt0139414,tt0119396,tt0120324
nm0000404	Jane Fonda	1937	\N	actress,producer,soundtrack	tt0067309,tt0062711,tt3312830,tt0369735
nm0000405	Michelle Forbes	1965	\N	actress	tt0107302,tt0116225,tt0285331,tt0844441
nm0000406	John Ford	1894	1973	director,producer,writer	tt0031971,tt0056217,tt0032551,tt0045061
nm0000407	Vivica A. Fox	1964	\N	actress,producer,soundtrack	tt0266697,tt1628841,tt0118688,tt0116629
nm0000408	Jonathan Frakes	1952	\N	actor,director,producer	tt0111280,tt0253754,tt0120844,tt0117731
nm0000409	Brendan Fraser	1968	\N	actor,producer,soundtrack	tt0209163,tt0859163,tt0120616,tt0375679
nm0000410	Stephen Fry	1957	\N	actor,writer,producer	tt0120514,tt0434409,tt0371724,tt0280707
nm0000411	Edward Furlong	1977	\N	actor,producer,soundtrack	tt0120586,tt0103064,tt0165710,tt0107130
nm0000412	Andy Garcia	1956	\N	actor,producer,soundtrack	tt0343996,tt0099674,tt1981128,tt0240772
nm0000413	Janeane Garofalo	1964	\N	actress,writer,producer	tt0243655,tt0132347,tt0120032,tt0382932
nm0000414	Teri Garr	1947	\N	actress,soundtrack	tt0088680,tt0084805,tt0075860,tt0072431
nm0000415	Jami Gertz	1965	\N	actress,producer,executive	tt0117998,tt0093437,tt0088128,tt0320970
nm0000416	Terry Gilliam	1940	\N	writer,actor,animation_department	tt1054606,tt0071853,tt0081633,tt0088846
nm0000417	Crispin Glover	1964	\N	actor,soundtrack,producer	tt0088763,tt0091860,tt0310357,tt1729632
nm0000418	Danny Glover	1946	\N	actor,producer,director	tt0104714,tt0093409,tt0122151,tt1190080
nm0000419	Jean-Luc Godard	1930	\N	director,writer,editor	tt0053472,tt0055572,tt0058898,tt0086153
nm0000420	Valeria Golino	1965	\N	actress,producer,soundtrack	tt0095953,tt0102059,tt0107144,tt0116225
nm0000421	Cuba Gooding Jr.	1968	\N	actor,soundtrack,producer	tt0316465,tt0101507,tt0116695,tt0203019
nm0000422	John Goodman	1952	\N	actor,soundtrack,producer	tt1179933,tt0101410,tt1907668,tt1024648
nm0000423	Serena Grandi	1958	\N	actress	tt0089598,tt2358891,tt0104123,tt0089271
nm0000424	Hugh Grant	1960	\N	actor,soundtrack	tt0125439,tt0276751,tt0109831,tt0314331
nm0000425	Peter Greenaway	1942	\N	director,writer,editor	tt1702429,tt0446750,tt0097108,tt0092929
nm0000426	Jennifer Grey	1960	\N	actress,soundtrack	tt2013293,tt0092890,tt0091042,tt0087985
nm0000427	Pam Grier	1949	\N	actress,soundtrack,writer	tt0119396,tt0116225,tt0228333,tt0094602
nm0000428	D.W. Griffith	1875	1948	director,writer,producer	tt0006864,tt0010484,tt0004972,tt0012532
nm0000429	Melanie Griffith	1957	\N	actress,producer	tt0096463,tt0091983,tt0119558,tt0086984
nm0000430	Steve Guttenberg	1958	\N	actor,producer,soundtrack	tt0088933,tt0094137,tt0087928,tt0091949
nm0000431	Taylor Hackford	1944	\N	producer,director,writer	tt0350258,tt0084434,tt0106469,tt0109642
nm0000432	Gene Hackman	1930	\N	actor,soundtrack,producer	tt0265666,tt0067116,tt0105695,tt0069113
nm0000433	Corey Haim	1971	2010	actor,producer,soundtrack	tt0093437,tt1121931,tt0091445,tt0095519
nm0000434	Mark Hamill	1951	\N	actor,producer,soundtrack	tt0076759,tt0080684,tt0086190,tt2527336
nm0000435	Daryl Hannah	1960	\N	actress,producer,soundtrack	tt0094291,tt0088161,tt0266697,tt0378194
nm0000436	Curtis Hanson	1945	2016	director,producer,writer	tt0388125,tt0298203,tt0119488,tt0104389
nm0000437	Woody Harrelson	1961	\N	actor,producer,soundtrack	tt2356777,tt1156398,tt0117318,tt0110632
nm0000438	Ed Harris	1950	\N	actor,producer,director	tt0120382,tt0800308,tt0096754,tt0112384
nm0000439	Neil Patrick Harris	1973	\N	actor,soundtrack,producer	tt0460649,tt0120201,tt2267998,tt4834206
nm0000440	Nina Hartley	1959	\N	actress,director,producer	tt0126098,tt1282224,tt0118749,tt0189990
nm0000441	Noah Hathaway	1971	\N	actor,miscellaneous	tt0092115,tt0088323,tt0077215,tt0076984
nm0000442	Rutger Hauer	1944	\N	actor,producer,director	tt1640459,tt0091209,tt0083658,tt0401792
nm0000443	Goldie Hawn	1945	\N	actress,producer,soundtrack	tt0116313,tt0104070,tt0116242,tt0093693
nm0000444	Glenne Headly	1955	2017	actress	tt0099422,tt0095031,tt2229499,tt0113862
nm0000445	Dan Hedaya	1940	\N	actor,soundtrack	tt0086979,tt0166924,tt0114814,tt0112697
nm0000446	Mariel Hemingway	1961	\N	actress,soundtrack,producer	tt0094074,tt0208874,tt0079522,tt0159730
nm0000447	Marilu Henner	1952	\N	actress,miscellaneous,producer	tt0087507,tt0105017,tt0077089,tt0102250
nm0000448	Lance Henriksen	1940	\N	actor,miscellaneous	tt0370263,tt0090605,tt0107076,tt0088247
nm0000449	Natasha Henstridge	1974	\N	actress,producer,soundtrack	tt0800240,tt0228333,tt0114508,tt0190138
nm0000450	Philip Seymour Hoffman	1967	2014	actor,producer,soundtrack	tt1560747,tt0472062,tt0181875,tt0379725
nm0000451	Gaby Hoffmann	1982	\N	actress,soundtrack,director	tt0097351,tt0116242,tt0120461,tt0114011
nm0000452	Lauren Holly	1963	\N	actress,producer	tt0103512,tt0109686,tt0207201,tt0115639
nm0000453	Ian Holm	1931	\N	actor,soundtrack,animation_department	tt0120255,tt0120737,tt0382932,tt0167260
nm0000454	Dennis Hopper	1936	2010	actor,director,writer	tt0114898,tt0064276,tt0111257,tt0090756
nm0000455	John Hughes	1950	2009	writer,producer,director	tt0098554,tt0091042,tt0093748,tt0088847
nm0000456	Holly Hunter	1958	\N	actress,producer,soundtrack	tt0092699,tt5462602,tt0107822,tt0328538
nm0000457	John Hurt	1940	2017	actor,soundtrack	tt0087803,tt0080678,tt0167190,tt0078748
nm0000458	William Hurt	1950	\N	actor,producer	tt0120738,tt0118929,tt0080360,tt0399146
nm0000459	Timothy Hutton	1960	\N	actor,producer,director	tt1103987,tt0343737,tt0115639,tt0081283
nm0000460	Jeremy Irons	1948	\N	actor,soundtrack,producer	tt0094964,tt0110357,tt2975590,tt0119558
nm0000461	Michael Ironside	1950	\N	actor,producer,writer	tt0100802,tt0081455,tt0092099,tt0120201
nm0000462	Kate Jackson	1948	\N	actress,producer,director	tt0085088
nm0000463	Famke Janssen	1964	\N	actress,writer,director	tt0113189,tt0120903,tt0376994,tt0185371
